"","GEOID","Place","race","estimate","year"
"7031","2476925","Taylors Island CDP","black",14,"2020"
"7032","2476925","Taylors Island CDP","native_am",0,"2020"
"7033","2476925","Taylors Island CDP","asian",0,"2020"
"7034","2476925","Taylors Island CDP","pac_islander",0,"2020"
"7035","2476925","Taylors Island CDP","hispanic",0,"2020"
"7036","2477100","Temple Hills CDP","total",8221,"2020"
"7037","2477100","Temple Hills CDP","white",229,"2020"
"7038","2477100","Temple Hills CDP","black",6731,"2020"
"7039","2477100","Temple Hills CDP","native_am",58,"2020"
"7040","2477100","Temple Hills CDP","asian",26,"2020"
"7041","2477100","Temple Hills CDP","pac_islander",0,"2020"
"7042","2477100","Temple Hills CDP","hispanic",1311,"2020"
"7043","2477200","Templeville town","total",170,"2020"
"7044","2477200","Templeville town","white",57,"2020"
"7045","2477200","Templeville town","black",0,"2020"
"7046","2477200","Templeville town","native_am",19,"2020"
"7047","2477200","Templeville town","asian",0,"2020"
"7048","2477200","Templeville town","pac_islander",0,"2020"
"7049","2477200","Templeville town","hispanic",131,"2020"
"7050","2477262","Ten Mile Creek CDP","total",1074,"2020"
"7051","2477262","Ten Mile Creek CDP","white",558,"2020"
"7052","2477262","Ten Mile Creek CDP","black",474,"2020"
"7053","2477262","Ten Mile Creek CDP","native_am",0,"2020"
"7054","2477262","Ten Mile Creek CDP","asian",0,"2020"
"7055","2477262","Ten Mile Creek CDP","pac_islander",0,"2020"
"7056","2477262","Ten Mile Creek CDP","hispanic",161,"2020"
"7057","2477825","Thurmont town","total",6783,"2020"
"7058","2477825","Thurmont town","white",6307,"2020"
"7059","2477825","Thurmont town","black",73,"2020"
"7060","2477825","Thurmont town","native_am",0,"2020"
"7061","2477825","Thurmont town","asian",0,"2020"
"7062","2477825","Thurmont town","pac_islander",0,"2020"
"7063","2477825","Thurmont town","hispanic",403,"2020"
"7064","2477912","Tilghman Island CDP","total",831,"2020"
"7065","2477912","Tilghman Island CDP","white",823,"2020"
"7066","2477912","Tilghman Island CDP","black",0,"2020"
"7067","2477912","Tilghman Island CDP","native_am",0,"2020"
"7068","2477912","Tilghman Island CDP","asian",0,"2020"
"7069","2477912","Tilghman Island CDP","pac_islander",0,"2020"
"7070","2477912","Tilghman Island CDP","hispanic",55,"2020"
"7071","2477925","Tilghmanton CDP","total",355,"2020"
"7072","2477925","Tilghmanton CDP","white",355,"2020"
"7073","2477925","Tilghmanton CDP","black",0,"2020"
"7074","2477925","Tilghmanton CDP","native_am",0,"2020"
"7075","2477925","Tilghmanton CDP","asian",0,"2020"
"7076","2477925","Tilghmanton CDP","pac_islander",0,"2020"
"7077","2477925","Tilghmanton CDP","hispanic",0,"2020"
"7078","2478050","Timonium CDP","total",10642,"2020"
"7079","2478050","Timonium CDP","white",8527,"2020"
"7080","2478050","Timonium CDP","black",508,"2020"
"7081","2478050","Timonium CDP","native_am",0,"2020"
"7082","2478050","Timonium CDP","asian",1239,"2020"
"7083","2478050","Timonium CDP","pac_islander",0,"2020"
"7084","2478050","Timonium CDP","hispanic",191,"2020"
"7085","2478120","Tolchester CDP","total",435,"2020"
"7086","2478120","Tolchester CDP","white",275,"2020"
"7087","2478120","Tolchester CDP","black",108,"2020"
"7088","2478120","Tolchester CDP","native_am",0,"2020"
"7089","2478120","Tolchester CDP","asian",0,"2020"
"7090","2478120","Tolchester CDP","pac_islander",5,"2020"
"7091","2478120","Tolchester CDP","hispanic",21,"2020"
"7092","2478425","Towson CDP","total",57542,"2020"
"7093","2478425","Towson CDP","white",42341,"2020"
"7094","2478425","Towson CDP","black",8536,"2020"
"7095","2478425","Towson CDP","native_am",126,"2020"
"7096","2478425","Towson CDP","asian",3428,"2020"
"7097","2478425","Towson CDP","pac_islander",39,"2020"
"7098","2478425","Towson CDP","hispanic",2766,"2020"
"7099","2478575","Trappe town","total",1153,"2020"
"7100","2478575","Trappe town","white",890,"2020"
"7101","2478575","Trappe town","black",215,"2020"
"7102","2478575","Trappe town","native_am",11,"2020"
"7103","2478575","Trappe town","asian",5,"2020"
"7104","2478575","Trappe town","pac_islander",0,"2020"
"7105","2478575","Trappe town","hispanic",93,"2020"
"7106","2478650","Travilah CDP","total",11239,"2020"
"7107","2478650","Travilah CDP","white",6364,"2020"
"7108","2478650","Travilah CDP","black",734,"2020"
"7109","2478650","Travilah CDP","native_am",12,"2020"
"7110","2478650","Travilah CDP","asian",3603,"2020"
"7111","2478650","Travilah CDP","pac_islander",0,"2020"
"7112","2478650","Travilah CDP","hispanic",322,"2020"
"7113","2478705","Trego-Rohrersville Station CDP","total",101,"2020"
"7114","2478705","Trego-Rohrersville Station CDP","white",101,"2020"
"7115","2478705","Trego-Rohrersville Station CDP","black",0,"2020"
"7116","2478705","Trego-Rohrersville Station CDP","native_am",0,"2020"
"7117","2478705","Trego-Rohrersville Station CDP","asian",0,"2020"
"7118","2478705","Trego-Rohrersville Station CDP","pac_islander",0,"2020"
"7119","2478705","Trego-Rohrersville Station CDP","hispanic",0,"2020"
"7120","2479225","Tyaskin CDP","total",170,"2020"
"7121","2479225","Tyaskin CDP","white",170,"2020"
"7122","2479225","Tyaskin CDP","black",0,"2020"
"7123","2479225","Tyaskin CDP","native_am",0,"2020"
"7124","2479225","Tyaskin CDP","asian",0,"2020"
"7125","2479225","Tyaskin CDP","pac_islander",0,"2020"
"7126","2479225","Tyaskin CDP","hispanic",0,"2020"
"7127","2479350","Union Bridge town","total",963,"2020"
"7128","2479350","Union Bridge town","white",849,"2020"
"7129","2479350","Union Bridge town","black",30,"2020"
"7130","2479350","Union Bridge town","native_am",0,"2020"
"7131","2479350","Union Bridge town","asian",59,"2020"
"7132","2479350","Union Bridge town","pac_islander",0,"2020"
"7133","2479350","Union Bridge town","hispanic",20,"2020"
"7134","2479675","University Park town","total",2653,"2020"
"7135","2479675","University Park town","white",1916,"2020"
"7136","2479675","University Park town","black",381,"2020"
"7137","2479675","University Park town","native_am",0,"2020"
"7138","2479675","University Park town","asian",138,"2020"
"7139","2479675","University Park town","pac_islander",0,"2020"
"7140","2479675","University Park town","hispanic",186,"2020"
"7141","2479875","Upper Marlboro town","total",586,"2020"
"7142","2479875","Upper Marlboro town","white",182,"2020"
"7143","2479875","Upper Marlboro town","black",396,"2020"
"7144","2479875","Upper Marlboro town","native_am",0,"2020"
"7145","2479875","Upper Marlboro town","asian",0,"2020"
"7146","2479875","Upper Marlboro town","pac_islander",0,"2020"
"7147","2479875","Upper Marlboro town","hispanic",0,"2020"
"7148","2479900","Urbana CDP","total",12362,"2020"
"7149","2479900","Urbana CDP","white",6897,"2020"
"7150","2479900","Urbana CDP","black",1423,"2020"
"7151","2479900","Urbana CDP","native_am",70,"2020"
"7152","2479900","Urbana CDP","asian",2332,"2020"
"7153","2479900","Urbana CDP","pac_islander",0,"2020"
"7154","2479900","Urbana CDP","hispanic",1857,"2020"
"7155","2480075","Vale Summit CDP","total",137,"2020"
"7156","2480075","Vale Summit CDP","white",137,"2020"
"7157","2480075","Vale Summit CDP","black",0,"2020"
"7158","2480075","Vale Summit CDP","native_am",0,"2020"
"7159","2480075","Vale Summit CDP","asian",0,"2020"
"7160","2480075","Vale Summit CDP","pac_islander",0,"2020"
"7161","2480075","Vale Summit CDP","hispanic",0,"2020"
"7162","2480600","Vienna town","total",423,"2020"
"7163","2480600","Vienna town","white",305,"2020"
"7164","2480600","Vienna town","black",33,"2020"
"7165","2480600","Vienna town","native_am",2,"2020"
"7166","2480600","Vienna town","asian",0,"2020"
"7167","2480600","Vienna town","pac_islander",0,"2020"
"7168","2480600","Vienna town","hispanic",74,"2020"
"7169","2481175","Waldorf CDP","total",77711,"2020"
"7170","2481175","Waldorf CDP","white",20696,"2020"
"7171","2481175","Waldorf CDP","black",47903,"2020"
"7172","2481175","Waldorf CDP","native_am",569,"2020"
"7173","2481175","Waldorf CDP","asian",2628,"2020"
"7174","2481175","Waldorf CDP","pac_islander",31,"2020"
"7175","2481175","Waldorf CDP","hispanic",6262,"2020"
"7176","2481250","Walker Mill CDP","total",9725,"2020"
"7177","2481250","Walker Mill CDP","white",245,"2020"
"7178","2481250","Walker Mill CDP","black",8788,"2020"
"7179","2481250","Walker Mill CDP","native_am",85,"2020"
"7180","2481250","Walker Mill CDP","asian",113,"2020"
"7181","2481250","Walker Mill CDP","pac_islander",0,"2020"
"7182","2481250","Walker Mill CDP","hispanic",482,"2020"
"7183","2481275","Walkersville town","total",6306,"2020"
"7184","2481275","Walkersville town","white",5268,"2020"
"7185","2481275","Walkersville town","black",352,"2020"
"7186","2481275","Walkersville town","native_am",51,"2020"
"7187","2481275","Walkersville town","asian",260,"2020"
"7188","2481275","Walkersville town","pac_islander",0,"2020"
"7189","2481275","Walkersville town","hispanic",490,"2020"
"7190","2481675","Washington Grove town","total",710,"2020"
"7191","2481675","Washington Grove town","white",531,"2020"
"7192","2481675","Washington Grove town","black",109,"2020"
"7193","2481675","Washington Grove town","native_am",0,"2020"
"7194","2481675","Washington Grove town","asian",17,"2020"
"7195","2481675","Washington Grove town","pac_islander",0,"2020"
"7196","2481675","Washington Grove town","hispanic",39,"2020"
"7197","2481925","Waterview CDP","total",21,"2020"
"7198","2481925","Waterview CDP","white",21,"2020"
"7199","2481925","Waterview CDP","black",0,"2020"
"7200","2481925","Waterview CDP","native_am",0,"2020"
"7201","2481925","Waterview CDP","asian",0,"2020"
"7202","2481925","Waterview CDP","pac_islander",0,"2020"
"7203","2481925","Waterview CDP","hispanic",0,"2020"
"7204","2482625","West Denton CDP","total",14,"2020"
"7205","2482625","West Denton CDP","white",14,"2020"
"7206","2482625","West Denton CDP","black",0,"2020"
"7207","2482625","West Denton CDP","native_am",0,"2020"
"7208","2482625","West Denton CDP","asian",0,"2020"
"7209","2482625","West Denton CDP","pac_islander",0,"2020"
"7210","2482625","West Denton CDP","hispanic",0,"2020"
"7211","2482750","Westernport town","total",1938,"2020"
"7212","2482750","Westernport town","white",1900,"2020"
"7213","2482750","Westernport town","black",2,"2020"
"7214","2482750","Westernport town","native_am",0,"2020"
"7215","2482750","Westernport town","asian",15,"2020"
"7216","2482750","Westernport town","pac_islander",0,"2020"
"7217","2482750","Westernport town","hispanic",7,"2020"
"7218","2483025","West Laurel CDP","total",4171,"2020"
"7219","2483025","West Laurel CDP","white",2512,"2020"
"7220","2483025","West Laurel CDP","black",605,"2020"
"7221","2483025","West Laurel CDP","native_am",0,"2020"
"7222","2483025","West Laurel CDP","asian",471,"2020"
"7223","2483025","West Laurel CDP","pac_islander",0,"2020"
"7224","2483025","West Laurel CDP","hispanic",371,"2020"
"7225","2483100","Westminster city","total",18649,"2020"
"7226","2483100","Westminster city","white",14976,"2020"
"7227","2483100","Westminster city","black",1674,"2020"
"7228","2483100","Westminster city","native_am",61,"2020"
"7229","2483100","Westminster city","asian",581,"2020"
"7230","2483100","Westminster city","pac_islander",4,"2020"
"7231","2483100","Westminster city","hispanic",1201,"2020"
"7232","2483225","West Ocean City CDP","total",4661,"2020"
"7233","2483225","West Ocean City CDP","white",4067,"2020"
"7234","2483225","West Ocean City CDP","black",258,"2020"
"7235","2483225","West Ocean City CDP","native_am",31,"2020"
"7236","2483225","West Ocean City CDP","asian",50,"2020"
"7237","2483225","West Ocean City CDP","pac_islander",0,"2020"
"7238","2483225","West Ocean City CDP","hispanic",172,"2020"
"7239","2483290","Westphalia CDP","total",9269,"2020"
"7240","2483290","Westphalia CDP","white",1296,"2020"
"7241","2483290","Westphalia CDP","black",7335,"2020"
"7242","2483290","Westphalia CDP","native_am",23,"2020"
"7243","2483290","Westphalia CDP","asian",84,"2020"
"7244","2483290","Westphalia CDP","pac_islander",0,"2020"
"7245","2483290","Westphalia CDP","hispanic",931,"2020"
"7246","2483337","West Pocomoke CDP","total",458,"2020"
"7247","2483337","West Pocomoke CDP","white",294,"2020"
"7248","2483337","West Pocomoke CDP","black",164,"2020"
"7249","2483337","West Pocomoke CDP","native_am",0,"2020"
"7250","2483337","West Pocomoke CDP","asian",0,"2020"
"7251","2483337","West Pocomoke CDP","pac_islander",0,"2020"
"7252","2483337","West Pocomoke CDP","hispanic",0,"2020"
"7253","2483746","Whaleyville CDP","total",48,"2020"
"7254","2483746","Whaleyville CDP","white",36,"2020"
"7255","2483746","Whaleyville CDP","black",12,"2020"
"7256","2483746","Whaleyville CDP","native_am",0,"2020"
"7257","2483746","Whaleyville CDP","asian",0,"2020"
"7258","2483746","Whaleyville CDP","pac_islander",0,"2020"
"7259","2483746","Whaleyville CDP","hispanic",0,"2020"
"7260","2483775","Wheaton CDP","total",51191,"2020"
"7261","2483775","Wheaton CDP","white",17768,"2020"
"7262","2483775","Wheaton CDP","black",8650,"2020"
"7263","2483775","Wheaton CDP","native_am",320,"2020"
"7264","2483775","Wheaton CDP","asian",5847,"2020"
"7265","2483775","Wheaton CDP","pac_islander",175,"2020"
"7266","2483775","Wheaton CDP","hispanic",22787,"2020"
"7267","2484225","Whitehaven CDP","total",168,"2020"
"7268","2484225","Whitehaven CDP","white",168,"2020"
"7269","2484225","Whitehaven CDP","black",0,"2020"
"7270","2484225","Whitehaven CDP","native_am",0,"2020"
"7271","2484225","Whitehaven CDP","asian",0,"2020"
"7272","2484225","Whitehaven CDP","pac_islander",0,"2020"
"7273","2484225","Whitehaven CDP","hispanic",0,"2020"
"7274","2484350","White Marsh CDP","total",9096,"2020"
"7275","2484350","White Marsh CDP","white",6478,"2020"
"7276","2484350","White Marsh CDP","black",1135,"2020"
"7277","2484350","White Marsh CDP","native_am",81,"2020"
"7278","2484350","White Marsh CDP","asian",811,"2020"
"7279","2484350","White Marsh CDP","pac_islander",0,"2020"
"7280","2484350","White Marsh CDP","hispanic",347,"2020"
"7281","2484375","White Oak CDP","total",15655,"2020"
"7282","2484375","White Oak CDP","white",3076,"2020"
"7283","2484375","White Oak CDP","black",9438,"2020"
"7284","2484375","White Oak CDP","native_am",24,"2020"
"7285","2484375","White Oak CDP","asian",1332,"2020"
"7286","2484375","White Oak CDP","pac_islander",0,"2020"
"7287","2484375","White Oak CDP","hispanic",2700,"2020"
"7288","2484784","Wildewood CDP","total",6691,"2020"
"7289","2484784","Wildewood CDP","white",5676,"2020"
"7290","2484784","Wildewood CDP","black",416,"2020"
"7291","2484784","Wildewood CDP","native_am",0,"2020"
"7292","2484784","Wildewood CDP","asian",146,"2020"
"7293","2484784","Wildewood CDP","pac_islander",21,"2020"
"7294","2484784","Wildewood CDP","hispanic",635,"2020"
"7295","2484950","Willards town","total",1034,"2020"
"7296","2484950","Willards town","white",869,"2020"
"7297","2484950","Willards town","black",49,"2020"
"7298","2484950","Willards town","native_am",0,"2020"
"7299","2484950","Willards town","asian",4,"2020"
"7300","2484950","Willards town","pac_islander",0,"2020"
"7301","2484950","Willards town","hispanic",108,"2020"
"7302","2485100","Williamsport town","total",2012,"2020"
"7303","2485100","Williamsport town","white",1766,"2020"
"7304","2485100","Williamsport town","black",146,"2020"
"7305","2485100","Williamsport town","native_am",11,"2020"
"7306","2485100","Williamsport town","asian",9,"2020"
"7307","2485100","Williamsport town","pac_islander",0,"2020"
"7308","2485100","Williamsport town","hispanic",50,"2020"
"7309","2485175","Williston CDP","total",174,"2020"
"7310","2485175","Williston CDP","white",174,"2020"
"7311","2485175","Williston CDP","black",0,"2020"
"7312","2485175","Williston CDP","native_am",0,"2020"
"7313","2485175","Williston CDP","asian",0,"2020"
"7314","2485175","Williston CDP","pac_islander",0,"2020"
"7315","2485175","Williston CDP","hispanic",0,"2020"
"7316","2485395","Wilson-Conococheague CDP","total",2014,"2020"
"7317","2485395","Wilson-Conococheague CDP","white",1800,"2020"
"7318","2485395","Wilson-Conococheague CDP","black",116,"2020"
"7319","2485395","Wilson-Conococheague CDP","native_am",0,"2020"
"7320","2485395","Wilson-Conococheague CDP","asian",0,"2020"
"7321","2485395","Wilson-Conococheague CDP","pac_islander",0,"2020"
"7322","2485395","Wilson-Conococheague CDP","hispanic",15,"2020"
"7323","2486275","Woodland CDP","total",31,"2020"
"7324","2486275","Woodland CDP","white",31,"2020"
"7325","2486275","Woodland CDP","black",0,"2020"
"7326","2486275","Woodland CDP","native_am",0,"2020"
"7327","2486275","Woodland CDP","asian",0,"2020"
"7328","2486275","Woodland CDP","pac_islander",0,"2020"
"7329","2486275","Woodland CDP","hispanic",0,"2020"
"7330","2486475","Woodlawn CDP (Baltimore County)","total",41505,"2020"
"7331","2486475","Woodlawn CDP (Baltimore County)","white",10145,"2020"
"7332","2486475","Woodlawn CDP (Baltimore County)","black",23269,"2020"
"7333","2486475","Woodlawn CDP (Baltimore County)","native_am",123,"2020"
